ANNEE,ID_REGION,REGION,ID_DEPT,DEPT,ID_DECHET,DECHET,ID_TRAITEMENT,TRAITEMENT,TONNES_TRAITEES,TONNES_COLLECTEES,POPULATION_DEPT,RATIO_COLLECTE,RATIO_TRAITEMENT
2009,84,Auvergne-Rhône-Alpes,1,Ain,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,98575.12651,134208.6846,588853.0,227.915429,167.40192630418798
2009,84,Auvergne-Rhône-Alpes,1,Ain,01A,Ordures ménagères résiduelles,01D,Stockage,35633.55809,134208.6846,588853.0,227.915429,60.51350352295055
2009,84,Auvergne-Rhône-Alpes,1,Ain,01D,Emballages et papier,01A,Valorisation matière,22998.70319,23003.98339,588853.0,39.065748,39.05678189633066
2009,84,Auvergne-Rhône-Alpes,1,Ain,01D,Emballages et papier,01D,Stockage,5.28021,23003.98339,588853.0,39.065748,0.008966940815449697
2009,84,Auvergne-Rhône-Alpes,1,Ain,01F,Verre,01A,Valorisation matière,19660.99768,19660.99768,588853.0,33.388634,33.38863465075325
2009,84,Auvergne-Rhône-Alpes,3,Allier,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,33016.14,105182.3669,343046.0,306.61301,96.24406056330638
2009,84,Auvergne-Rhône-Alpes,3,Allier,01A,Ordures ménagères résiduelles,01D,Stockage,37287.32538,105182.3669,343046.0,306.61301,108.69482629151776
2009,84,Auvergne-Rhône-Alpes,3,Allier,01A,Ordures ménagères résiduelles,01Z,Non précisé,34878.90156,105182.3669,343046.0,306.61301,101.67412405333395
2009,84,Auvergne-Rhône-Alpes,3,Allier,01D,Emballages et papier,01A,Valorisation matière,12042.5385,14045.70692,343046.0,40.944091,35.10473376748308
2009,84,Auvergne-Rhône-Alpes,3,Allier,01D,Emballages et papier,01D,Stockage,6.38872,14045.70692,343046.0,40.944091,0.018623508217556827
2009,84,Auvergne-Rhône-Alpes,3,Allier,01D,Emballages et papier,01Z,Non précisé,1996.77971,14045.70692,343046.0,40.944091,5.820734566209779
2009,84,Auvergne-Rhône-Alpes,3,Allier,01E,Biodéchets,01A,Valorisation matière,627.76647,,,,
2009,84,Auvergne-Rhône-Alpes,3,Allier,01F,Verre,01A,Valorisation matière,7420.25993,11011.31574,343046.0,32.098656,21.63050998991389
2009,84,Auvergne-Rhône-Alpes,3,Allier,01F,Verre,01Z,Non précisé,3591.0558,11011.31574,343046.0,32.098656,10.468146545944276
2009,84,Auvergne-Rhône-Alpes,7,Ardèche,01A,Ordures ménagères résiduelles,01D,Stockage,66946.29141,89088.4246,313578.0,284.102917,213.4916716415055
2009,84,Auvergne-Rhône-Alpes,7,Ardèche,01A,Ordures ménagères résiduelles,01E,Valorisation organique,20833.41318,89088.4246,313578.0,284.102917,66.43773855308727
2009,84,Auvergne-Rhône-Alpes,7,Ardèche,01A,Ordures ménagères résiduelles,01Z,Non précisé,1308.72,89088.4246,313578.0,284.102917,4.173507070011289
2009,84,Auvergne-Rhône-Alpes,7,Ardèche,01D,Emballages et papier,01A,Valorisation matière,12424.563,12432.72991,313578.0,39.647966,39.621921818494926
2009,84,Auvergne-Rhône-Alpes,7,Ardèche,01D,Emballages et papier,01Z,Non précisé,8.16689,12432.72991,313578.0,39.647966,0.02604420590730217
2009,84,Auvergne-Rhône-Alpes,7,Ardèche,01E,Biodéchets,01E,Valorisation organique,52.0,,,,
2009,84,Auvergne-Rhône-Alpes,7,Ardèche,01F,Verre,01A,Valorisation matière,10628.1583,10628.15831,313578.0,33.893188,33.89318861654835
2009,84,Auvergne-Rhône-Alpes,15,Cantal,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,2714.2567,56636.91714,148380.0,381.701827,18.292604798490363
2009,84,Auvergne-Rhône-Alpes,15,Cantal,01A,Ordures ménagères résiduelles,01D,Stockage,23907.04588,56636.91714,148380.0,381.701827,161.12040625421218
2009,84,Auvergne-Rhône-Alpes,15,Cantal,01A,Ordures ménagères résiduelles,01Z,Non précisé,30015.61456,56636.91714,148380.0,381.701827,202.28881628251787
2009,84,Auvergne-Rhône-Alpes,15,Cantal,01D,Emballages et papier,01A,Valorisation matière,4140.50183,5261.73065,148380.0,35.461185,27.904716471222535
2009,84,Auvergne-Rhône-Alpes,15,Cantal,01D,Emballages et papier,01Z,Non précisé,1121.22883,5261.73065,148380.0,35.461185,7.55646872893921
2009,84,Auvergne-Rhône-Alpes,15,Cantal,01E,Biodéchets,01A,Valorisation matière,368.34,,,,
2009,84,Auvergne-Rhône-Alpes,15,Cantal,01F,Verre,01A,Valorisation matière,2735.82649,4219.05385,148380.0,28.434114,18.437973379161612
2009,84,Auvergne-Rhône-Alpes,15,Cantal,01F,Verre,01Z,Non précisé,1483.22736,4219.05385,148380.0,28.434114,9.996140719773555
2009,84,Auvergne-Rhône-Alpes,26,Drôme,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,47.2124,131079.4256,482984.0,271.394964,0.0977514783098405
2009,84,Auvergne-Rhône-Alpes,26,Drôme,01A,Ordures ménagères résiduelles,01D,Stockage,127679.0664,131079.4256,482984.0,271.394964,264.3546502575654
2009,84,Auvergne-Rhône-Alpes,26,Drôme,01A,Ordures ménagères résiduelles,01E,Valorisation organique,3353.14682,131079.4256,482984.0,271.394964,6.942562942043629
2009,84,Auvergne-Rhône-Alpes,26,Drôme,01D,Emballages et papier,01A,Valorisation matière,19575.71436,19591.27185,482984.0,40.562983,40.53077195103772
2009,84,Auvergne-Rhône-Alpes,26,Drôme,01D,Emballages et papier,01Z,Non précisé,15.55751,19591.27185,482984.0,40.562983,0.03221123267023338
2009,84,Auvergne-Rhône-Alpes,26,Drôme,01E,Biodéchets,01E,Valorisation organique,1422.24,,,,
2009,84,Auvergne-Rhône-Alpes,26,Drôme,01F,Verre,01A,Valorisation matière,13982.62703,13983.43274,482984.0,28.952165,28.950497387077004
2009,84,Auvergne-Rhône-Alpes,26,Drôme,01F,Verre,01Z,Non précisé,0.80571,13983.43274,482984.0,28.952165,0.001668191906978285
2009,84,Auvergne-Rhône-Alpes,38,Isère,01A,Ordures ménagères résiduelles,01A,Valorisation matière,84290.0,292381.3888,1197038.0,244.254057,70.41547553210508
2009,84,Auvergne-Rhône-Alpes,38,Isère,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,149054.0786,292381.3888,1197038.0,244.254057,124.5190867792
2009,84,Auvergne-Rhône-Alpes,38,Isère,01A,Ordures ménagères résiduelles,01C,Incinération sans récupération d'énergie,22595.15673,292381.3888,1197038.0,244.254057,18.875889261660866
2009,84,Auvergne-Rhône-Alpes,38,Isère,01A,Ordures ménagères résiduelles,01D,Stockage,36442.15355,292381.3888,1197038.0,244.254057,30.44360625978457
2009,84,Auvergne-Rhône-Alpes,38,Isère,01D,Emballages et papier,01A,Valorisation matière,61808.62987,61819.06277,1197038.0,51.643358,51.63464306897525
2009,84,Auvergne-Rhône-Alpes,38,Isère,01D,Emballages et papier,01Z,Non précisé,10.4329,61819.06277,1197038.0,51.643358,0.00871559633027523
2009,84,Auvergne-Rhône-Alpes,38,Isère,01E,Biodéchets,01A,Valorisation matière,79.0,,,,
2009,84,Auvergne-Rhône-Alpes,38,Isère,01E,Biodéchets,01E,Valorisation organique,2414.13,,,,
2009,84,Auvergne-Rhône-Alpes,38,Isère,01F,Verre,01A,Valorisation matière,32753.33859,32753.33859,1197038.0,27.361987,27.361987330393855
2009,84,Auvergne-Rhône-Alpes,42,Loire,01A,Ordures ménagères résiduelles,01D,Stockage,204364.351,204364.351,746115.0,273.904627,273.9046273027616
2009,84,Auvergne-Rhône-Alpes,42,Loire,01D,Emballages et papier,01A,Valorisation matière,30843.46712,30843.46712,746115.0,41.338757,41.33875759098798
2009,84,Auvergne-Rhône-Alpes,42,Loire,01E,Biodéchets,01E,Valorisation organique,5776.0,,,,
2009,84,Auvergne-Rhône-Alpes,42,Loire,01F,Verre,01A,Valorisation matière,17536.27839,17536.27839,746115.0,23.503452,23.503452403449867
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,6308.0,57687.52278,223122.0,258.546995,28.271528580776433
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,01A,Ordures ménagères résiduelles,01D,Stockage,50006.00332,57687.52278,223122.0,258.546995,224.11955486236232
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,01A,Ordures ménagères résiduelles,01Z,Non précisé,1373.51946,57687.52278,223122.0,258.546995,6.155912281173529
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,01D,Emballages et papier,01A,Valorisation matière,8583.07999,8595.32252,223122.0,38.522971,38.468102607542065
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,01D,Emballages et papier,01Z,Non précisé,12.24252,8595.32252,223122.0,38.522971,0.05486917471159277
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,01F,Verre,01A,Valorisation matière,5918.7284,5941.20208,223122.0,26.627594,26.526870501340074
2009,84,Auvergne-Rhône-Alpes,43,Haute-Loire,01F,Verre,01Z,Non précisé,22.47369,5941.20208,223122.0,26.627594,0.10072377443730336
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,01A,Ordures ménagères résiduelles,01D,Stockage,153234.2711,158708.5094,629416.0,252.152009,243.4546803703751
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,01A,Ordures ménagères résiduelles,01Z,Non précisé,5474.23828,158708.5094,629416.0,252.152009,8.69732939740966
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,01D,Emballages et papier,01A,Valorisation matière,37210.81269,37533.28473,629416.0,59.63192,59.119584964475
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,01D,Emballages et papier,01Z,Non précisé,322.47205,37533.28473,629416.0,59.63192,0.5123353235380099
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,01E,Biodéchets,01E,Valorisation organique,6177.674,,,,
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,01F,Verre,01A,Valorisation matière,17128.49156,17674.7701,629416.0,28.081221,27.213308145963875
2009,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,01F,Verre,01Z,Non précisé,546.27854,17674.7701,629416.0,28.081221,0.8679133355364338
2009,84,Auvergne-Rhône-Alpes,69,Rhône,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,400427.1736,415659.05,1708671.0,243.264531,234.3500730099592
2009,84,Auvergne-Rhône-Alpes,69,Rhône,01A,Ordures ménagères résiduelles,01D,Stockage,15231.87645,415659.05,1708671.0,243.264531,8.914458342185242
2009,84,Auvergne-Rhône-Alpes,69,Rhône,01D,Emballages et papier,01A,Valorisation matière,79765.11568,79765.11568,1708671.0,46.682547,46.682547828107346
2009,84,Auvergne-Rhône-Alpes,69,Rhône,01E,Biodéchets,01E,Valorisation organique,24.49,,,,
2009,84,Auvergne-Rhône-Alpes,69,Rhône,01F,Verre,01A,Valorisation matière,37757.32047,37757.32047,1708671.0,22.097478,22.09747837354295
2009,84,Auvergne-Rhône-Alpes,73,Savoie,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,105999.4912,137352.8145,411007.0,334.186071,257.90191213288335
2009,84,Auvergne-Rhône-Alpes,73,Savoie,01A,Ordures ménagères résiduelles,01C,Incinération sans récupération d'énergie,31353.32327,137352.8145,411007.0,334.186071,76.28415883427776
2009,84,Auvergne-Rhône-Alpes,73,Savoie,01D,Emballages et papier,01A,Valorisation matière,22608.658,22608.658,411007.0,55.007963,55.0079633680205
2009,84,Auvergne-Rhône-Alpes,73,Savoie,01E,Biodéchets,01E,Valorisation organique,572.18,,,,
2009,84,Auvergne-Rhône-Alpes,73,Savoie,01F,Verre,01A,Valorisation matière,19184.31012,19184.31012,411007.0,46.676358,46.676358602164925
2009,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,235445.4101,235445.4101,725794.0,324.397019,324.39701912663924
2009,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,01D,Emballages et papier,01A,Valorisation matière,30091.84134,30123.75596,725794.0,41.504553,41.46058156997715
2009,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,01D,Emballages et papier,01Z,Non précisé,31.91462,30123.75596,725794.0,41.504553,0.043972008586458416
2009,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,01E,Biodéchets,01E,Valorisation organique,100.62,,,,
2009,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,01F,Verre,01A,Valorisation matière,30453.09098,30453.09098,725794.0,41.958311,41.95831183503859
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,100998.99,138368.3928,524144.0,263.989271,192.69321026282853
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,01A,Ordures ménagères résiduelles,01D,Stockage,37369.40282,138368.3928,524144.0,263.989271,71.2960614258677
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,01D,Emballages et papier,01A,Valorisation matière,26172.7684,29457.71331,524144.0,56.201565,49.934308892212826
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,01D,Emballages et papier,01B,Incinération avec récupération d'énergie,2659.1,29457.71331,524144.0,56.201565,5.073224152141396
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,01D,Emballages et papier,01D,Stockage,541.11242,29457.71331,524144.0,56.201565,1.032373584358497
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,01D,Emballages et papier,01Z,Non précisé,84.7325,29457.71331,524144.0,56.201565,0.16165881895051742
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,01E,Biodéchets,01E,Valorisation organique,675.98,,,,
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,01F,Verre,01A,Valorisation matière,19573.5105,19581.45433,524144.0,37.358921,37.343765262981165
2009,27,Bourgogne-Franche-Comté,21,Cote-d'Or,01F,Verre,01Z,Non précisé,7.94383,19581.45433,524144.0,37.358921,0.015155815958973107
2009,27,Bourgogne-Franche-Comté,25,Doubs,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,136325.261,136451.3185,525276.0,259.770708,259.5307247999147
2009,27,Bourgogne-Franche-Comté,25,Doubs,01A,Ordures ménagères résiduelles,01Z,Non précisé,126.0575,136451.3185,525276.0,259.770708,0.23998336112824498
2009,27,Bourgogne-Franche-Comté,25,Doubs,01D,Emballages et papier,01A,Valorisation matière,27252.26628,27995.5144,525276.0,53.29677,51.88180362323807
2009,27,Bourgogne-Franche-Comté,25,Doubs,01D,Emballages et papier,01Z,Non précisé,743.24814,27995.5144,525276.0,53.29677,1.4149668745573756
2009,27,Bourgogne-Franche-Comté,25,Doubs,01E,Biodéchets,01E,Valorisation organique,5962.61,,,,
2009,27,Bourgogne-Franche-Comté,25,Doubs,01E,Biodéchets,01Z,Non précisé,90.0,,,,
2009,27,Bourgogne-Franche-Comté,25,Doubs,01F,Verre,01A,Valorisation matière,19241.08353,19275.08055,525276.0,36.695147,36.630425776163385
2009,27,Bourgogne-Franche-Comté,25,Doubs,01F,Verre,01Z,Non précisé,33.99701,19275.08055,525276.0,36.695147,0.06472218414700083
2009,27,Bourgogne-Franche-Comté,39,Jura,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,54879.95745,54879.95745,261277.0,210.045114,210.04511476325894
2009,27,Bourgogne-Franche-Comté,39,Jura,01D,Emballages et papier,01A,Valorisation matière,17090.96431,17090.96431,261277.0,65.413198,65.413198674204
2009,27,Bourgogne-Franche-Comté,39,Jura,01E,Biodéchets,01E,Valorisation organique,7948.0,,,,
2009,27,Bourgogne-Franche-Comté,39,Jura,01F,Verre,01A,Valorisation matière,10417.09418,10417.09418,261277.0,39.869924,39.86992418008474
2009,27,Bourgogne-Franche-Comté,58,Nièvre,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,26313.5,52706.64385,220199.0,239.359142,119.4987261522532
2009,27,Bourgogne-Franche-Comté,58,Nièvre,01A,Ordures ménagères résiduelles,01D,Stockage,26393.14385,52706.64385,220199.0,239.359142,119.86041648690502
2009,27,Bourgogne-Franche-Comté,58,Nièvre,01D,Emballages et papier,01A,Valorisation matière,9348.23037,10919.25639,220199.0,49.588128,42.4535550570166
2009,27,Bourgogne-Franche-Comté,58,Nièvre,01D,Emballages et papier,01B,Incinération avec récupération d'énergie,848.865,10919.25639,220199.0,49.588128,3.854990258811348
2009,27,Bourgogne-Franche-Comté,58,Nièvre,01D,Emballages et papier,01D,Stockage,722.16102,10919.25639,220199.0,49.588128,3.27958355850844
2009,27,Bourgogne-Franche-Comté,58,Nièvre,01E,Biodéchets,01A,Valorisation matière,18.41353,,,,
2009,27,Bourgogne-Franche-Comté,58,Nièvre,01E,Biodéchets,01D,Stockage,40.85417,,,,
2009,27,Bourgogne-Franche-Comté,58,Nièvre,01E,Biodéchets,01E,Valorisation organique,4625.94537,,,,
2009,27,Bourgogne-Franche-Comté,58,Nièvre,01F,Verre,01A,Valorisation matière,8866.97714,8866.97714,220199.0,40.268017,40.2680172934482
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,31735.97171,56174.14644,239194.0,234.84764,132.6787950784719
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,01A,Ordures ménagères résiduelles,01D,Stockage,21019.76,56174.14644,239194.0,234.84764,87.8774551201117
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,01A,Ordures ménagères résiduelles,01Z,Non précisé,3418.41474,56174.14644,239194.0,234.84764,14.29139000142144
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,01D,Emballages et papier,01A,Valorisation matière,15287.1402,17974.25518,239194.0,75.145092,63.91105211669189
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,01D,Emballages et papier,01Z,Non précisé,2687.11498,17974.25518,239194.0,75.145092,11.234040067894679
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,01E,Biodéchets,01E,Valorisation organique,806.0,,,,
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,01F,Verre,01A,Valorisation matière,10085.15536,10183.91697,239194.0,42.575971,42.163078338085406
2009,27,Bourgogne-Franche-Comté,70,Haute-Saône,01F,Verre,01B,Incinération avec récupération d'énergie,98.76161,10183.91697,239194.0,42.575971,0.4128933418062326
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,01A,Ordures ménagères résiduelles,01D,Stockage,111225.9922,128157.2352,554720.0,231.030493,200.50835051918085
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,01A,Ordures ménagères résiduelles,01E,Valorisation organique,15615.0,128157.2352,554720.0,231.030493,28.149336602249786
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,01A,Ordures ménagères résiduelles,01Z,Non précisé,1316.24301,128157.2352,554720.0,231.030493,2.372806118402077
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,01D,Emballages et papier,01A,Valorisation matière,21907.01694,28471.00256,554720.0,51.324997,39.49202649985579
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,01D,Emballages et papier,01D,Stockage,3889.06333,28471.00256,554720.0,51.324997,7.01085832492068
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,01D,Emballages et papier,01E,Valorisation organique,2500.0,28471.00256,554720.0,51.324997,4.506778194404385
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,01D,Emballages et papier,01Z,Non précisé,174.92228,28471.00256,554720.0,51.324997,0.31533436688779926
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,01E,Biodéchets,01E,Valorisation organique,7266.66,3170.0,554720.0,5.714594,13.099689933660224
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,01F,Verre,01A,Valorisation matière,20986.87446,21239.51518,554720.0,38.288713,37.83327527401211
2009,27,Bourgogne-Franche-Comté,71,Saône-et-Loire,01F,Verre,01Z,Non précisé,252.64072,21239.51518,554720.0,38.288713,0.45543827516584945
2009,27,Bourgogne-Franche-Comté,89,Yonne,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,16611.3,106406.4963,343377.0,309.882421,48.376274473829056
2009,27,Bourgogne-Franche-Comté,89,Yonne,01A,Ordures ménagères résiduelles,01D,Stockage,89795.19632,106406.4963,343377.0,309.882421,261.50614723758434
2009,27,Bourgogne-Franche-Comté,89,Yonne,01D,Emballages et papier,01A,Valorisation matière,11416.11248,12302.99222,343377.0,35.8294,33.24658459943444
2009,27,Bourgogne-Franche-Comté,89,Yonne,01D,Emballages et papier,01D,Stockage,860.47899,12302.99222,343377.0,35.8294,2.505930769970033
2009,27,Bourgogne-Franche-Comté,89,Yonne,01D,Emballages et papier,01Z,Non précisé,26.40073,12302.99222,343377.0,35.8294,0.07688555144928169
2009,27,Bourgogne-Franche-Comté,89,Yonne,01E,Biodéchets,01E,Valorisation organique,3357.94091,,,,
2009,27,Bourgogne-Franche-Comté,89,Yonne,01F,Verre,01A,Valorisation matière,11596.26611,11619.39712,343377.0,33.8386,33.77123718245544
2009,27,Bourgogne-Franche-Comté,89,Yonne,01F,Verre,01Z,Non précisé,23.13101,11619.39712,343377.0,33.8386,0.06736330622027684
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,41201.9199,41201.9199,142461.0,289.215433,289.21543369764356
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,01D,Emballages et papier,01A,Valorisation matière,5920.67268,5928.88939,142461.0,41.617631,41.559954513866955
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,01D,Emballages et papier,01Z,Non précisé,8.21671,5928.88939,142461.0,41.617631,0.05767690806606721
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,01E,Biodéchets,01E,Valorisation organique,6161.0,,,,
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,01F,Verre,01A,Valorisation matière,4289.83783,4302.16506,142461.0,30.198896,30.11236640203284
2009,27,Bourgogne-Franche-Comté,90,Territoire-de-Belfort,01F,Verre,01Z,Non précisé,12.32723,4302.16506,142461.0,30.198896,0.08653055924077467
2009,53,Bretagne,22,Cotes-d'Armor,01A,Ordures ménagères résiduelles,01A,Valorisation matière,2544.08,158002.9322,587519.0,268.932463,4.330208895371894
2009,53,Bretagne,22,Cotes-d'Armor,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,121506.4058,158002.9322,587519.0,268.932463,206.8127257161045
2009,53,Bretagne,22,Cotes-d'Armor,01A,Ordures ménagères résiduelles,01D,Stockage,1595.67522,158002.9322,587519.0,268.932463,2.715955092516157
2009,53,Bretagne,22,Cotes-d'Armor,01A,Ordures ménagères résiduelles,01E,Valorisation organique,31005.22,158002.9322,587519.0,268.932463,52.77313584752153
2009,53,Bretagne,22,Cotes-d'Armor,01A,Ordures ménagères résiduelles,01Z,Non précisé,1351.5512,158002.9322,587519.0,268.932463,2.300438283698059
2009,53,Bretagne,22,Cotes-d'Armor,01D,Emballages et papier,01A,Valorisation matière,26712.2748,26722.67714,587519.0,45.483936,45.46623138996356
2009,53,Bretagne,22,Cotes-d'Armor,01D,Emballages et papier,01Z,Non précisé,10.40233,26722.67714,587519.0,45.483936,0.01770552101293745
2009,53,Bretagne,22,Cotes-d'Armor,01E,Biodéchets,01E,Valorisation organique,82.92,,,,
2009,53,Bretagne,22,Cotes-d'Armor,01F,Verre,01A,Valorisation matière,29226.82605,29234.81412,587519.0,49.759776,49.746180208640055
2009,53,Bretagne,22,Cotes-d'Armor,01F,Verre,01Z,Non précisé,7.98806,29234.81412,587519.0,49.759776,0.013596258163565774
2009,53,Bretagne,29,Finistère,01A,Ordures ménagères résiduelles,01A,Valorisation matière,631.48,248509.9913,893914.0,278.002124,0.706421423089917
2009,53,Bretagne,29,Finistère,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,229908.6656,248509.9913,893914.0,278.002124,257.1932709410525
2009,53,Bretagne,29,Finistère,01A,Ordures ménagères résiduelles,01D,Stockage,11748.0,248509.9913,893914.0,278.002124,13.14220383616321
2009,53,Bretagne,29,Finistère,01A,Ordures ménagères résiduelles,01E,Valorisation organique,6000.0,248509.9913,893914.0,278.002124,6.712055074649239
2009,53,Bretagne,29,Finistère,01A,Ordures ménagères résiduelles,01Z,Non précisé,221.8457,248509.9913,893914.0,278.002124,0.24817342607901877
2009,53,Bretagne,29,Finistère,01D,Emballages et papier,01A,Valorisation matière,47452.75161,47470.04605,893914.0,53.103593,53.084247041661726
2009,53,Bretagne,29,Finistère,01D,Emballages et papier,01Z,Non précisé,17.29444,47470.04605,893914.0,53.103593,0.0193468722942028
2009,53,Bretagne,29,Finistère,01E,Biodéchets,01E,Valorisation organique,37791.04,,,,
2009,53,Bretagne,29,Finistère,01F,Verre,01A,Valorisation matière,37511.05435,37543.42444,893914.0,41.998922,41.96271045089348
2009,53,Bretagne,29,Finistère,01F,Verre,01Z,Non précisé,32.37009,37543.42444,893914.0,41.998922,0.036211637808558766
2009,53,Bretagne,35,Ille-et-Vilaine,01A,Ordures ménagères résiduelles,01A,Valorisation matière,130.0,221068.3765,977449.0,226.168707,0.13299926645789192
2009,53,Bretagne,35,Ille-et-Vilaine,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,188304.6831,221068.3765,977449.0,226.168707,192.64911325296765
2009,53,Bretagne,35,Ille-et-Vilaine,01A,Ordures ménagères résiduelles,01D,Stockage,32633.69341,221068.3765,977449.0,226.168707,33.38659450262878
2009,53,Bretagne,35,Ille-et-Vilaine,01D,Emballages et papier,01A,Valorisation matière,52087.98218,52087.9822,977449.0,53.289718,53.289718624705735
2009,53,Bretagne,35,Ille-et-Vilaine,01E,Biodéchets,01E,Valorisation organique,2573.0,,,,
2009,53,Bretagne,35,Ille-et-Vilaine,01F,Verre,01A,Valorisation matière,38965.33998,38965.33998,977449.0,39.86432,39.86432026632591
2009,53,Bretagne,56,Morbihan,01A,Ordures ménagères résiduelles,01B,Incinération avec récupération d'énergie,36902.90109,181685.2908,716182.0,253.685921,51.52726693773371
2009,53,Bretagne,56,Morbihan,01A,Ordures ménagères résiduelles,01C,Incinération sans récupération d'énergie,22679.0,181685.2908,716182.0,253.685921,31.666531691664964
2009,53,Bretagne,56,Morbihan,01A,Ordures ménagères résiduelles,01D,Stockage,77598.75132,181685.2908,716182.0,253.685921,108.3506026680369
2009,53,Bretagne,56,Morbihan,01A,Ordures ménagères résiduelles,01E,Valorisation organique,43664.17,181685.2908,716182.0,253.685921,60.96798020614872
2009,53,Bretagne,56,Morbihan,01A,Ordures ménagères résiduelles,01Z,Non précisé,840.4684,181685.2908,716182.0,253.685921,1.1735402453566273
2009,53,Bretagne,56,Morbihan,01D,Emballages et papier,01A,Valorisation matière,38558.90475,38640.18322,716182.0,53.953022,53.839533456579474
2009,53,Bretagne,56,Morbihan,01D,Emballages et papier,01Z,Non précisé,81.27847,38640.18322,716182.0,53.953022,0.11348856854821818
2009,53,Bretagne,56,Morbihan,01E,Biodéchets,01D,Stockage,35.0,7463.0,716182.0,10.420535,0.04887025923578085
2009,53,Bretagne,56,Morbihan,01E,Biodéchets,01E,Valorisation organique,7463.0,7463.0,716182.0,10.420535,10.4205355621895
2009,53,Bretagne,56,Morbihan,01F,Verre,01A,Valorisation matière,36953.48829,37142.4052,716182.0,51.861684,51.59790149710548
2009,53,Bretagne,56,Morbihan,01F,Verre,01Z,Non précisé,188.91691,37142.4052,716182.0,51.861684,0.2637833818777909
